timestamp,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,year,month,day,day_of_week,weekofyear,is_weekend,region_US_East,region_US_West,service_type_Storage
2023-01-01,1.3778370102642434,1.5315038432179986,1.4281353774329455,-0.13587475787523257,1,2023,1,1,6,52,1,True,False,False
2023-01-01,-0.3697058455240554,-0.5490661327575015,-0.7765984625960521,-0.2419385259917806,1,2023,1,1,6,52,1,True,False,True
2023-01-01,0.9821718058555056,0.6610794516873206,1.2936455759947645,0.818699155174152,1,2023,1,1,6,52,1,False,True,False
2023-01-01,-0.8460030184341168,-0.9425913365912942,-0.9681340667008138,0.5712170295687392,1,2023,1,1,6,52,1,False,True,True
2023-01-01,0.29886755996608466,0.2608843291444803,0.5817831051433132,-2.009667994601685,1,2023,1,1,6,52,1,False,False,False
2023-01-01,-1.1943744720872707,-1.237624074154822,-1.0473067261592803,0.3237349039633768,1,2023,1,1,6,52,1,False,False,True
2023-01-02,1.6491945965667743,1.4029967427570198,1.5788745893276677,-0.2419385259917806,0,2023,1,2,0,1,0,True,False,False
2023-01-02,-0.4368991526084918,-0.386987108127651,-0.8623400326646098,0.1116073677301802,0,2023,1,2,0,1,0,True,False,True
2023-01-02,0.4363554036927005,0.535684979957231,0.7214588886420924,-0.31264770473621295,0,2023,1,2,0,1,0,False,True,False
2023-01-02,-0.7175604275842523,-0.8754474882535511,-0.8737491931979258,-1.1258032602967327,0,2023,1,2,0,1,0,False,True,True
2023-01-02,0.4645249055088681,0.3553748441893176,0.7670955307753566,-1.3025762071577633,0,2023,1,2,0,1,0,False,False,False
2023-01-02,-1.2662196235083218,-1.1269034235846358,-1.0414292798239355,0.21767113584677847,0,2023,1,2,0,1,0,False,False,True
2023-01-03,-0.6470074551455942,-0.5379496015757559,-0.925263281666535,0.9954721020351324,0,2023,1,3,1,1,0,False,False,True
2023-01-03,0.09263579437616148,-0.15309529206372438,0.5969953191877346,0.6419262083131716,0,2023,1,3,1,1,0,False,False,False
2023-01-03,-0.6196132607188625,-0.7713967563924128,-0.8384845151858578,-0.41871147285281124,0,2023,1,3,1,1,0,False,True,True
2023-01-03,-0.3133668418917206,-0.35630548206603335,-0.8198149797677041,-0.31264770473621295,0,2023,1,3,1,1,0,True,False,True
2023-01-03,1.4819866362451197,1.1642136529731255,1.3271815933199664,0.1823165464745623,0,2023,1,3,1,1,0,True,False,False
2023-01-03,0.4898516135637707,0.3620447628983652,0.7916425125288552,1.1368904595238967,0,2023,1,3,1,1,0,False,True,False
2023-01-04,-0.8811502867552066,-0.9316971360331837,-0.952230388381646,-0.31264770473621295,0,2023,1,4,2,1,0,False,False,True
2023-01-04,1.0951082489166541,1.3285159838393246,1.2407485589766625,-0.31264770473621295,0,2023,1,4,2,1,0,True,False,False
2023-01-04,-0.3945156819860013,-0.46702613263621895,-0.8360643902242453,-0.20658393661961466,0,2023,1,4,2,1,0,True,False,True
2023-01-04,0.836155580845096,1.0710571216700977,1.0049592412881294,1.4550817638736915,0,2023,1,4,2,1,0,False,True,False
2023-01-04,-0.5991968327970532,-0.49237182373059885,-0.8699461396868204,-0.6661935984581737,0,2023,1,4,2,1,0,False,True,True
2023-01-04,0.27405772350413915,0.2846737058734163,0.607367283308931,1.667209300106888,0,2023,1,4,2,1,0,False,False,False
2023-01-05,1.2760133064516748,1.2008982058728854,1.4212207346854813,0.3944440827077589,0,2023,1,5,3,1,0,True,False,False
2023-01-05,-0.46687770500000947,-0.28760531936284567,-0.8101344799212541,-0.5247752409694095,0,2023,1,5,3,1,0,True,False,True
2023-01-05,0.8800896662464578,1.0646095335846848,0.9292439032033953,0.3590894933355427,0,2023,1,5,3,1,0,False,True,False
2023-01-05,-0.6570864512082596,-0.5350593034685018,-0.8571540506040114,1.0308266914073485,0,2023,1,5,3,1,0,False,True,True
2023-01-05,0.11744563083810701,-0.01902992601187284,0.5008817849979805,-0.3480022941083789,0,2023,1,5,3,1,0,False,False,False
2023-01-05,-0.8175750808214709,-0.9757185995128963,-0.9345980493756119,0.2883803145911606,0,2023,1,5,3,1,0,False,False,True
2023-01-06,-0.9343880608297984,-1.0370818516361315,-0.9681340667008138,0.3237349039633768,0,2023,1,6,4,1,0,False,False,True
2023-01-06,-1.1672387134570177,-1.2138346974258862,-1.0618274759289552,-0.02981098975863427,0,2023,1,6,4,1,0,False,True,True
2023-01-06,0.32987985554351684,0.0861324589674403,0.5983782477372275,1.7732730682234863,0,2023,1,6,4,1,0,False,False,False
2023-01-06,-0.28674795485442467,-0.2740431513211161,-0.7693380877112146,0.429798672079975,0,2023,1,6,4,1,0,True,False,True
2023-01-06,0.9875989575815557,0.7306689368850484,1.0571647940314848,-0.45406606222497714,0,2023,1,6,4,1,0,True,False,False
2023-01-06,0.7273541105276048,1.00191229771964,0.852491368706541,-0.0651655791308002,0,2023,1,6,4,1,0,False,True,False
2023-01-07,1.6693525886921052,1.451242488085796,1.6888174090123507,0.818699155174152,0,2023,1,7,5,1,1,True,False,False
2023-01-07,0.1301089848655583,0.19752010140853066,-0.6711501606972213,-1.4793491540187438,0,2023,1,7,5,1,1,True,False,True
2023-01-07,0.4218829990898988,0.16417050786329399,0.7605266201652656,-0.5954844197137916,0,2023,1,7,5,1,1,False,True,False
2023-01-07,-1.06153847269727,-1.0052885724563394,-1.0251798693673944,0.07625277835796401,0,2023,1,7,5,1,1,False,True,True
2023-01-07,0.09237735857968275,0.3102417275914312,0.3999280008850014,1.631854710734672,0,2023,1,7,5,1,1,False,False,False
2023-01-07,-1.0775614920789431,-0.938367054742231,-0.9805804236462496,-0.3480022941083789,0,2023,1,7,5,1,1,False,False,True
2023-01-08,1.6050020753689334,1.82987154013605,1.5667739645196053,-1.3025762071577633,1,2023,1,8,6,1,1,True,False,False
2023-01-08,-0.6351194085075788,-0.7787336669723648,-0.8509308721312936,0.21767113584677847,1,2023,1,8,6,1,1,True,False,True
2023-01-08,0.7622429430522157,0.6568551698382574,0.9105743677852414,0.818699155174152,1,2023,1,8,6,1,1,False,True,False
2023-01-08,-0.5154636347379863,-0.3560831514423983,-0.8267296225151685,0.3237349039633768,1,2023,1,8,6,1,1,False,True,True
2023-01-08,0.16964966172678428,-0.003689112981064008,0.6768594429209476,0.2530257252189444,1,2023,1,8,6,1,1,False,False,False
2023-01-08,-0.7896640148017817,-0.9512622309130558,-0.9549962454806316,-0.7369027772025558,1,2023,1,8,6,1,1,False,False,True
2023-01-09,-0.7030880229814506,-0.7789559975959995,-0.9256090138039081,-0.8076119559469882,0,2023,1,9,0,2,0,False,True,True
2023-01-09,0.34099259479209687,0.550803462364405,0.7169643708562404,0.3590894933355427,0,2023,1,9,0,2,0,False,False,False
2023-01-09,-0.8527223491425606,-0.8163075423666648,-0.9456614777715547,1.5611455319902898,0,2023,1,9,0,2,0,False,False,True
2023-01-09,0.9612385063407388,1.0546046555211142,1.1266569536435014,0.429798672079975,0,2023,1,9,0,2,0,False,True,False
2023-01-09,1.8975513969827094,2.001733112205836,1.612756338790243,0.5005078508243571,0,2023,1,9,0,2,0,True,False,False
2023-01-09,-0.4588661953091728,-0.5230534497922168,-0.8139375334323594,0.854053744546318,0,2023,1,9,0,2,0,True,False,True
2023-01-10,1.5975074372710543,1.4161142495514796,1.3271815933199664,-0.9136757240635864,0,2023,1,10,1,2,0,True,False,False
2023-01-10,-0.4712711135401457,-0.2878276499864807,-0.7980338551131916,0.5005078508243571,0,2023,1,10,1,2,0,True,False,True
2023-01-10,0.6717904142847054,0.3762739228109998,1.0516330798335134,0.7479899764297196,0,2023,1,10,1,2,0,False,True,False
2023-01-10,-0.5069352534541925,-0.3167306310590191,-0.817740586943465,-0.0651655791308002,0,2023,1,10,1,2,0,False,True,True
2023-01-10,0.1572447434958117,0.3360320799330808,0.4953500708000092,-1.5854129221353421,0,2023,1,10,1,2,0,False,False,False
2023-01-10,-0.7912146295806534,-0.6302168103842439,-0.9121254604463528,-1.3025762071577633,0,2023,1,10,1,2,0,False,False,True
2023-01-11,-0.5904100157167806,-0.434343530961887,-0.8875784786928546,0.7126353870575537,0,2023,1,11,2,2,0,False,False,True
2023-01-11,0.5247404460883817,0.6913164165016689,0.8517999044317947,1.7732730682234863,0,2023,1,11,2,2,0,False,False,False
2023-01-11,-0.48548508234646864,-0.3325161053370977,-0.8059856942727756,0.5358624401965734,0,2023,1,11,2,2,0,False,True,True
2023-01-11,1.2279442483066547,1.2960557127886274,1.4820695908631674,0.1823165464745623,0,2023,1,11,2,2,0,True,False,False
2023-01-11,-0.1668337452883539,0.007649748824316583,-0.731307552600161,-1.1965124390411652,0,2023,1,11,2,2,0,True,False,True
2023-01-11,1.0263643270533458,0.9243189100710557,1.0661538296031885,1.1368904595238967,0,2023,1,11,2,2,0,False,True,False
2023-01-12,0.4185233337356771,0.4383041668051399,0.7733187092480748,-0.7015481878303899,0,2023,1,12,3,2,0,False,False,False
2023-01-12,-1.3509865647533028,-1.2614134508837571,-1.095017761116784,0.21767113584677847,0,2023,1,12,3,2,0,False,False,True
2023-01-12,-0.7930236801560038,-0.7404927997071601,-0.9619108882280959,0.7126353870575537,0,2023,1,12,3,2,0,False,True,True
2023-01-12,1.277047049637589,1.3198450895175633,1.1273484179182476,-0.2419385259917806,0,2023,1,12,3,2,0,True,False,False
2023-01-12,0.42886076559482095,0.3071290988605421,-0.5816055371175584,-1.974313405229519,0,2023,1,12,3,2,0,True,False,True
2023-01-12,0.6415534260967095,0.4151817819471093,0.8894847074054753,1.1722450488961127,0,2023,1,12,3,2,0,False,True,False
2023-01-13,1.2922947616298266,0.9456626499400074,1.5180257331499816,-0.10052016850301639,0,2023,1,13,4,2,0,True,False,False
2023-01-13,-0.02624467200399511,-0.06794266321155339,-0.7548173379415396,0.9247629232907503,0,2023,1,13,4,2,0,True,False,True
2023-01-13,0.6578348812748612,0.6815338690617329,0.9672744383144488,-0.7015481878303899,0,2023,1,13,4,2,0,False,True,False
2023-01-13,-0.9235337573776972,-0.7651714989306353,-0.9463529420463012,0.9954721020351324,0,2023,1,13,4,2,0,False,True,True
2023-01-13,0.9705421950139681,0.909422758287517,1.0118738840355934,1.1015358701517306,0,2023,1,13,4,2,0,False,False,False
2023-01-13,-0.4909122340725195,-0.6773509025948452,-0.8813553002201366,-0.7369027772025558,0,2023,1,13,4,2,0,False,False,True
2023-01-14,0.18360519473662887,-0.03748336777357044,0.61047887254529,0.5005078508243571,0,2023,1,14,5,2,1,False,False,False
2023-01-14,-0.21490280343337365,-0.20978960109062672,-0.733036213287027,-1.51470374339096,0,2023,1,14,5,2,1,False,True,True
2023-01-14,-0.790956193784175,-0.6284381653951647,-0.9218059602928028,-0.41871147285281124,0,2023,1,14,5,2,1,False,False,True
2023-01-14,-0.981940247381861,-1.0724324207940825,-0.9854206735694746,-1.0904486709245669,0,2023,1,14,5,2,1,True,False,True
2023-01-14,1.6321378339991868,1.5964243853193931,1.3818072710249345,0.818699155174152,0,2023,1,14,5,2,1,True,False,False
2023-01-14,1.2191574312263822,1.3011693171322307,1.094158132730419,-1.51470374339096,0,2023,1,14,5,2,1,False,True,False
2023-01-15,0.6849706399051146,0.8202681782099177,1.0177513303709382,0.3237349039633768,1,2023,1,15,6,2,1,False,False,False
2023-01-15,-0.7294484742222678,-0.8563270546209488,-0.894838853577692,0.8894083339185341,1,2023,1,15,6,2,1,False,True,True
2023-01-15,-1.0137278503487286,-0.9243602254532317,-0.9670968702886942,-0.5954844197137916,1,2023,1,15,6,2,1,False,False,True
2023-01-15,-0.1709687180320114,0.04099934236955328,-0.715403874280993,0.6419262083131716,1,2023,1,15,6,2,1,True,False,True
2023-01-15,1.9474295057030795,1.894125090366539,1.798760228697033,-1.3025762071577633,1,2023,1,15,6,2,1,True,False,False
2023-01-15,0.8868089969549019,0.6066084488967676,0.9828323844962437,-0.6661935984581737,1,2023,1,15,6,2,1,False,True,False
2023-01-16,1.552281172887299,1.4412376100222246,1.6269313564225447,0.14696195710239637,0,2023,1,16,0,3,0,True,False,False
